Rk,G,Date,H_A,Opp_Team,W_L,Tm,Opp,FG,FGA,FGper,3P,3PA,3Pper,FT,FTA,FTper,ORB,TRB,AST,STL,BLK,TOV,PF,Blank,Opp_FG,Opp_FGA,Opp_FGper,Opp_3P,Opp_3PA,Opp_3Pper,Opp_FT,Opp_FTA,Opp_FTper,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,nba_season,gamelog_team
70,70,2022-03-16,@,HOU,W,129,112,53,95,.558,13,33,.394,10,13,.769,13,49,32,5,4,11,18,NA,42,85,.494,16,39,.410,12,19,.632,9,33,26,9,3,11,13,2022,PHO
71,71,2022-03-18,,CHI,W,129,102,47,84,.560,11,25,.440,24,26,.923,10,49,23,5,4,11,20,NA,35,85,.412,7,27,.259,25,31,.806,13,37,20,6,0,11,18,2022,PHO
72,72,2022-03-20,@,SAC,W,127,124,46,92,.500,12,28,.429,23,27,.852,10,50,25,12,5,17,30,NA,39,91,.429,16,34,.471,30,36,.833,9,42,27,12,2,15,21,2022,PHO
73,73,2022-03-23,@,MIN,W,125,116,45,86,.523,12,33,.364,23,29,.793,11,43,30,6,9,12,20,NA,42,95,.442,13,43,.302,19,22,.864,15,45,27,5,5,12,21,2022,PHO
74,74,2022-03-24,@,DEN,W,140,130,52,86,.605,13,27,.481,23,29,.793,5,29,32,7,3,8,23,NA,48,81,.593,15,32,.469,19,27,.704,10,37,27,5,2,16,22,2022,PHO
75,75,2022-03-27,,PHI,W,114,104,45,87,.517,13,27,.481,11,17,.647,5,40,24,5,5,12,21,NA,37,89,.416,10,36,.278,20,26,.769,12,45,22,6,4,10,19,2022,PHO
76,76,2022-03-30,@,GSW,W,107,103,38,92,.413,7,28,.250,24,30,.800,12,46,20,9,1,14,19,NA,35,83,.422,13,38,.342,20,25,.800,10,48,26,7,4,21,24,2022,PHO
77,77,2022-04-01,@,MEM,L,114,122,47,86,.547,10,27,.370,10,17,.588,2,39,27,8,4,17,25,NA,46,102,.451,7,24,.292,23,28,.821,16,48,30,7,2,11,18,2022,PHO
78,78,2022-04-03,@,OKC,L,96,117,37,89,.416,7,38,.184,15,17,.882,6,33,22,14,4,11,17,NA,43,87,.494,17,41,.415,14,18,.778,12,54,33,7,4,16,18,2022,PHO
79,79,2022-04-05,,LAL,W,121,110,50,102,.490,14,39,.359,7,9,.778,11,53,38,10,4,14,22,NA,39,86,.453,9,29,.310,23,30,.767,7,46,22,7,3,16,14,2022,PHO
80,80,2022-04-06,@,LAC,L,109,113,42,108,.389,17,48,.354,8,12,.667,18,54,29,11,2,12,26,NA,33,75,.440,12,34,.353,35,44,.795,9,55,20,7,9,16,17,2022,PHO
81,81,2022-04-08,@,UTA,W,111,105,46,92,.500,6,19,.316,13,15,.867,11,46,27,7,3,13,25,NA,35,88,.398,11,38,.289,24,33,.727,15,44,20,8,4,11,18,2022,PHO
82,82,2022-04-10,,SAC,L,109,116,42,103,.408,14,47,.298,11,15,.733,18,50,27,9,7,10,25,NA,40,76,.526,14,26,.538,22,30,.733,2,40,26,9,7,14,18,2022,PHO
1,1,2021-10-20,,CLE,W,132,121,53,100,.530,14,33,.424,12,12,1.000,13,53,28,8,8,10,15,NA,47,93,.505,14,38,.368,13,18,.722,7,36,38,6,5,10,17,2022,MEM
2,2,2021-10-23,@,LAC,W,120,114,42,90,.467,15,36,.417,21,25,.840,13,48,26,5,3,11,19,NA,43,99,.434,13,39,.333,15,17,.882,14,44,23,7,4,7,21,2022,MEM
3,3,2021-10-24,@,LAL,L,118,121,45,100,.450,13,35,.371,15,18,.833,18,49,25,13,4,17,20,NA,45,84,.536,16,30,.533,15,22,.682,9,36,29,10,12,17,14,2022,MEM
4,4,2021-10-27,@,POR,L,96,116,35,96,.365,17,50,.340,9,19,.474,21,50,27,9,3,21,25,NA,39,84,.464,15,36,.417,23,31,.742,13,48,22,11,6,13,20,2022,MEM
5,5,2021-10-28,@,GSW,W,104,101,39,97,.402,12,48,.250,14,14,1.000,10,51,25,17,9,17,14,NA,39,90,.433,14,40,.350,9,12,.750,7,48,29,8,7,22,17,2022,MEM
6,6,2021-10-30,,MIA,L,103,129,34,88,.386,16,50,.320,19,21,.905,8,32,26,14,7,14,17,NA,46,88,.523,21,37,.568,16,19,.842,11,50,31,12,2,18,17,2022,MEM
7,7,2021-11-01,,DEN,W,106,97,44,97,.454,13,34,.382,5,7,.714,11,55,20,8,4,12,18,NA,39,88,.443,9,38,.237,10,15,.667,6,40,27,8,8,12,10,2022,MEM
8,8,2021-11-03,,DEN,W,108,106,42,81,.519,16,34,.471,8,14,.571,3,36,28,9,7,11,16,NA,43,91,.473,8,27,.296,12,13,.923,11,44,24,7,4,11,16,2022,MEM
9,9,2021-11-05,@,WAS,L,87,115,34,96,.354,6,31,.194,13,17,.765,12,39,19,12,4,9,15,NA,49,84,.583,10,25,.400,7,13,.538,5,53,34,4,6,18,13,2022,MEM
10,10,2021-11-08,,MIN,W,125,118,46,92,.500,11,28,.393,22,26,.846,15,51,28,7,8,13,22,NA,41,97,.423,17,45,.378,19,23,.826,15,45,23,7,8,13,27,2022,MEM
11,11,2021-11-10,,CHO,L,108,118,45,107,.421,9,38,.237,9,15,.600,20,57,27,14,8,16,18,NA,41,90,.456,15,36,.417,21,24,.875,9,49,32,13,7,17,16,2022,MEM
12,12,2021-11-12,,PHO,L,94,119,37,98,.378,7,33,.212,13,23,.565,17,59,19,6,6,15,16,NA,46,94,.489,18,37,.486,9,9,1.000,4,46,28,12,6,12,22,2022,MEM
13,13,2021-11-13,@,NOP,L,101,112,38,88,.432,8,24,.333,17,21,.810,13,39,21,6,6,9,19,NA,38,79,.481,14,29,.483,22,25,.880,8,37,29,5,6,13,22,2022,MEM
14,14,2021-11-15,,HOU,W,136,102,52,96,.542,16,41,.390,16,20,.800,7,49,33,14,8,10,21,NA,36,95,.379,11,38,.289,19,26,.731,14,46,24,6,5,17,16,2022,MEM
15,15,2021-11-18,,LAC,W,120,108,52,96,.542,11,26,.423,5,6,.833,12,47,28,8,7,11,17,NA,42,90,.467,16,39,.410,8,8,1.000,7,34,24,6,6,13,15,2022,MEM
16,16,2021-11-20,@,MIN,L,95,138,29,83,.349,9,32,.281,28,35,.800,10,33,21,7,5,14,24,NA,49,91,.538,20,41,.488,20,28,.714,18,50,28,12,6,13,26,2022,MEM
17,17,2021-11-22,@,UTA,W,119,118,42,95,.442,13,35,.371,22,27,.815,16,50,24,10,4,7,20,NA,41,87,.471,17,43,.395,19,25,.760,10,46,26,5,10,14,20,2022,MEM
18,18,2021-11-24,,TOR,L,113,126,42,82,.512,9,29,.310,20,26,.769,11,40,25,6,3,14,20,NA,47,89,.528,14,30,.467,18,21,.857,11,34,25,8,4,10,20,2022,MEM
19,19,2021-11-26,,ATL,L,100,132,37,91,.407,12,38,.316,14,19,.737,10,36,27,8,7,13,19,NA,52,89,.584,13,27,.481,15,21,.714,9,49,33,8,5,12,15,2022,MEM
20,20,2021-11-28,,SAC,W,128,101,50,104,.481,13,39,.333,15,20,.750,14,68,30,4,11,9,25,NA,33,97,.340,9,42,.214,26,37,.703,12,49,17,5,8,8,18,2022,MEM
21,21,2021-11-30,@,TOR,W,98,91,36,93,.387,10,34,.294,16,19,.842,18,54,18,13,10,17,15,NA,36,91,.396,10,39,.256,9,12,.750,11,44,14,7,9,18,21,2022,MEM
22,22,2021-12-02,,OKC,W,152,79,60,96,.625,19,36,.528,13,18,.722,14,53,41,16,9,10,15,NA,25,76,.329,11,38,.289,18,22,.818,8,26,14,2,5,19,14,2022,MEM
23,23,2021-12-04,@,DAL,W,97,90,37,76,.487,9,26,.346,14,24,.583,10,52,20,10,5,22,23,NA,31,92,.337,15,43,.349,13,19,.684,14,42,19,10,1,13,21,2022,MEM
24,24,2021-12-06,@,MIA,W,105,90,38,89,.427,13,33,.394,16,21,.762,16,47,26,11,6,19,18,NA,35,76,.461,6,22,.273,14,17,.824,7,36,26,11,6,23,19,2022,MEM
25,25,2021-12-08,,DAL,L,96,104,36,90,.400,9,31,.290,15,25,.600,12,40,23,14,3,13,23,NA,37,77,.481,12,33,.364,18,23,.783,10,47,24,5,6,18,21,2022,MEM
26,26,2021-12-09,,LAL,W,108,95,41,94,.436,14,42,.333,12,18,.667,14,47,28,18,5,11,14,NA,36,78,.462,12,30,.400,11,17,.647,7,45,26,8,6,22,15,2022,MEM
27,27,2021-12-11,,HOU,W,113,106,40,80,.500,11,29,.379,22,36,.611,9,38,22,10,3,11,24,NA,38,77,.494,11,33,.333,19,29,.655,12,40,25,5,6,16,25,2022,MEM
28,28,2021-12-13,,PHI,W,126,91,47,89,.528,14,34,.412,18,23,.783,11,50,29,12,6,9,20,NA,37,83,.446,4,22,.182,13,19,.684,5,38,22,5,10,15,19,2022,MEM
29,29,2021-12-15,@,POR,W,113,103,39,82,.476,11,32,.344,24,30,.800,11,53,22,10,5,15,21,NA,31,82,.378,15,38,.395,26,28,.929,5,38,18,9,6,13,21,2022,MEM
30,30,2021-12-17,@,SAC,W,124,105,45,97,.464,13,24,.542,21,27,.778,12,50,25,11,3,11,21,NA,36,88,.409,13,35,.371,20,26,.769,10,45,21,5,6,18,20,2022,MEM
31,31,2021-12-19,,POR,L,100,105,35,91,.385,9,34,.265,21,25,.840,10,33,22,13,5,8,22,NA,35,74,.473,11,32,.344,24,28,.857,9,51,17,4,9,20,18,2022,MEM
32,32,2021-12-20,,OKC,L,99,102,39,101,.386,11,32,.344,10,13,.769,17,51,24,9,2,12,21,NA,36,84,.429,11,38,.289,19,28,.679,9,47,24,7,7,14,17,2022,MEM
33,33,2021-12-23,@,GSW,L,104,113,38,90,.422,8,26,.308,20,24,.833,14,42,18,10,6,13,20,NA,40,82,.488,19,40,.475,14,18,.778,8,39,30,9,9,18,19,2022,MEM
34,34,2021-12-26,@,SAC,W,127,102,47,100,.470,9,30,.300,24,30,.800,19,53,33,11,6,11,19,NA,34,81,.420,10,29,.345,24,27,.889,9,38,22,7,9,18,23,2022,MEM
35,35,2021-12-27,@,PHO,W,114,113,45,88,.511,11,29,.379,13,17,.765,15,50,22,10,6,18,23,NA,41,90,.456,11,31,.355,20,23,.870,10,35,25,11,2,11,16,2022,MEM
36,36,2021-12-29,,LAL,W,104,99,35,85,.412,10,30,.333,24,29,.828,13,43,18,13,5,12,11,NA,39,86,.453,15,41,.366,6,8,.750,7,39,24,5,5,18,25,2022,MEM
37,37,2021-12-31,,SAS,W,118,105,49,102,.480,10,26,.385,10,16,.625,16,58,28,7,11,9,18,NA,39,90,.433,12,35,.343,15,24,.625,11,47,24,3,8,11,15,2022,MEM
38,38,2022-01-03,@,BRK,W,118,104,48,102,.471,10,35,.286,12,21,.571,23,61,24,11,5,12,21,NA,37,82,.451,9,31,.290,21,26,.808,8,33,28,10,10,12,20,2022,MEM
39,39,2022-01-04,@,CLE,W,110,106,42,90,.467,9,27,.333,17,22,.773,12,45,21,6,8,9,18,NA,40,92,.435,10,34,.294,16,21,.762,14,49,28,2,6,11,14,2022,MEM
40,40,2022-01-06,,DET,W,118,88,48,98,.490,10,32,.313,12,19,.632,18,61,31,8,9,18,18,NA,34,99,.343,10,44,.227,10,13,.769,10,39,23,7,3,11,14,2022,MEM
41,41,2022-01-08,@,LAC,W,123,108,44,100,.440,12,38,.316,23,31,.742,16,56,26,9,11,9,21,NA,39,96,.406,10,32,.313,20,24,.833,14,49,16,7,6,12,23,2022,MEM
42,42,2022-01-09,@,LAL,W,127,119,47,86,.547,11,30,.367,22,32,.688,10,47,33,10,10,12,22,NA,45,97,.464,14,33,.424,15,19,.789,14,41,26,6,7,12,25,2022,MEM
43,43,2022-01-11,,GSW,W,116,108,44,100,.440,14,34,.412,14,18,.778,11,49,30,11,8,11,18,NA,35,82,.427,13,36,.361,25,29,.862,4,45,25,8,5,16,19,2022,MEM
44,44,2022-01-13,,MIN,W,116,108,42,92,.457,8,32,.250,24,35,.686,16,56,22,10,7,13,15,NA,41,96,.427,15,48,.313,11,14,.786,12,46,23,4,8,15,26,2022,MEM
45,45,2022-01-14,,DAL,L,85,112,34,89,.382,7,31,.226,10,13,.769,10,41,19,8,6,14,16,NA,47,91,.516,8,32,.250,10,16,.625,8,52,30,8,1,13,19,2022,MEM
46,46,2022-01-17,,CHI,W,119,106,47,92,.511,10,25,.400,15,20,.750,10,48,29,14,7,17,13,NA,40,92,.435,13,31,.419,13,15,.867,9,43,24,10,7,18,15,2022,MEM
47,47,2022-01-19,@,MIL,L,114,126,44,106,.415,9,40,.225,17,25,.680,16,47,26,10,8,9,20,NA,46,97,.474,13,37,.351,21,22,.955,13,56,29,7,6,15,21,2022,MEM
48,48,2022-01-21,@,DEN,W,122,118,43,82,.524,11,25,.440,25,40,.625,13,48,19,11,10,15,24,NA,43,91,.473,13,32,.406,19,23,.826,10,37,34,6,6,13,25,2022,MEM
49,49,2022-01-23,@,DAL,L,91,104,37,99,.374,4,24,.167,13,19,.684,21,50,20,10,3,15,25,NA,36,74,.486,9,30,.300,23,31,.742,9,42,22,10,12,15,23,2022,MEM
50,50,2022-01-26,@,SAS,W,118,110,46,90,.511,7,23,.304,19,26,.731,12,44,24,9,9,13,18,NA,43,94,.457,9,37,.243,15,19,.789,13,39,30,9,7,13,19,2022,MEM
51,51,2022-01-28,,UTA,W,119,109,46,82,.561,9,23,.391,18,24,.750,8,42,27,9,7,15,19,NA,37,85,.435,17,46,.370,18,21,.857,11,37,20,10,3,16,16,2022,MEM
52,52,2022-01-29,,WAS,W,115,95,46,100,.460,13,31,.419,10,12,.833,21,60,24,8,10,9,21,NA,35,84,.417,10,29,.345,15,21,.714,7,37,27,6,5,12,12,2022,MEM
53,53,2022-01-31,@,PHI,L,119,122,47,102,.461,6,30,.200,19,28,.679,15,48,18,14,6,14,15,NA,49,100,.490,11,31,.355,13,15,.867,14,49,30,8,12,21,23,2022,MEM
54,54,2022-02-02,@,NYK,W,120,108,44,102,.431,16,39,.410,16,23,.696,15,51,30,11,5,9,18,NA,38,88,.432,12,36,.333,20,26,.769,13,48,23,5,10,15,19,2022,MEM
55,55,2022-02-05,@,ORL,W,135,115,53,105,.505,13,39,.333,16,22,.727,16,62,33,6,5,8,21,NA,39,90,.433,17,48,.354,20,29,.690,7,38,27,2,2,9,20,2022,MEM
56,56,2022-02-08,,LAC,W,135,109,53,103,.515,9,26,.346,20,25,.800,21,55,26,12,6,13,18,NA,40,89,.449,11,31,.355,18,24,.750,11,40,25,8,7,17,17,2022,MEM
57,57,2022-02-10,@,DET,W,132,107,44,92,.478,15,30,.500,29,42,.690,18,60,32,6,4,12,23,NA,41,94,.436,7,35,.200,18,21,.857,10,40,27,4,7,9,29,2022,MEM
58,58,2022-02-12,@,CHO,W,125,118,47,96,.490,11,33,.333,20,33,.606,16,57,31,11,8,17,26,NA,39,97,.402,14,45,.311,26,33,.788,18,53,28,7,6,16,29,2022,MEM
59,59,2022-02-15,@,NOP,W,121,109,47,94,.500,10,34,.294,17,27,.630,18,49,29,10,3,12,24,NA,44,88,.500,4,26,.154,17,20,.850,11,34,20,7,5,15,23,2022,MEM
60,60,2022-02-16,,POR,L,119,123,37,85,.435,11,30,.367,34,42,.810,10,39,20,10,7,9,26,NA,43,85,.506,13,32,.406,24,32,.750,13,43,23,6,5,12,27,2022,MEM
61,61,2022-02-24,@,MIN,L,114,119,38,98,.388,9,31,.290,29,40,.725,26,59,25,9,7,15,21,NA,43,93,.462,16,42,.381,17,25,.680,12,42,26,6,11,12,27,2022,MEM
62,62,2022-02-26,@,CHI,W,116,110,44,100,.440,7,23,.304,21,26,.808,19,61,23,5,10,13,24,NA,39,93,.419,9,20,.450,23,30,.767,6,41,17,9,3,9,17,2022,MEM
63,63,2022-02-28,,SAS,W,118,105,48,89,.539,11,26,.423,11,19,.579,13,55,24,5,6,16,18,NA,41,99,.414,9,32,.281,14,19,.737,12,38,30,13,3,9,18,2022,MEM
64,64,2022-03-03,@,BOS,L,107,120,42,99,.424,13,40,.325,10,13,.769,17,44,24,10,4,7,16,NA,46,89,.517,16,37,.432,12,15,.800,15,51,33,4,7,14,15,2022,MEM
65,65,2022-03-05,,ORL,W,124,96,46,92,.500,14,34,.412,18,27,.667,6,55,25,7,4,7,14,NA,37,86,.430,11,35,.314,11,16,.688,1,41,25,7,5,12,20,2022,MEM
66,66,2022-03-06,@,HOU,L,112,123,44,97,.454,5,26,.192,19,27,.704,12,40,27,12,8,11,27,NA,43,82,.524,13,34,.382,24,36,.667,8,45,23,4,5,17,22,2022,MEM
67,67,2022-03-08,,NOP,W,132,111,48,101,.475,16,44,.364,20,24,.833,15,52,30,8,6,11,20,NA,41,88,.466,11,34,.324,18,27,.667,12,45,24,9,3,14,18,2022,MEM
68,68,2022-03-11,,NYK,W,118,114,46,104,.442,9,26,.346,17,29,.586,19,54,23,8,16,10,27,NA,38,90,.422,10,25,.400,28,37,.757,15,54,23,8,6,16,31,2022,MEM
69,69,2022-03-13,@,OKC,W,125,118,48,102,.471,11,29,.379,18,20,.900,20,57,30,8,5,13,20,NA,41,97,.423,13,41,.317,23,28,.821,14,44,25,7,8,11,21,2022,MEM
70,70,2022-03-15,@,IND,W,135,102,54,105,.514,15,40,.375,12,20,.600,18,51,38,11,11,10,16,NA,41,98,.418,6,30,.200,14,19,.737,16,49,23,4,3,19,21,2022,MEM
71,71,2022-03-18,@,ATL,L,105,120,40,86,.465,8,22,.364,17,23,.739,15,48,18,6,10,16,18,NA,45,91,.495,13,28,.464,17,21,.810,7,40,28,12,6,9,20,2022,MEM
72,72,2022-03-20,@,HOU,W,122,98,46,96,.479,16,34,.471,14,17,.824,7,51,26,14,6,13,24,NA,37,86,.430,10,31,.323,14,24,.583,5,45,26,6,3,17,16,2022,MEM
73,73,2022-03-23,,BRK,W,132,120,47,101,.465,19,38,.500,19,22,.864,16,46,28,8,7,12,22,NA,43,87,.494,9,25,.360,25,27,.926,10,39,18,6,10,14,20,2022,MEM
74,74,2022-03-24,,IND,W,133,103,50,93,.538,21,42,.500,12,17,.706,16,55,34,8,9,14,22,NA,39,92,.424,9,33,.273,16,23,.696,9,31,20,7,8,11,19,2022,MEM
75,75,2022-03-26,,MIL,W,127,102,49,102,.480,13,37,.351,16,23,.696,16,54,30,10,9,8,19,NA,37,93,.398,7,32,.219,21,26,.808,14,46,19,4,7,13,21,2022,MEM
76,76,2022-03-28,,GSW,W,123,95,43,92,.467,12,30,.400,25,35,.714,13,52,26,11,3,13,21,NA,33,81,.407,9,29,.310,20,26,.769,7,40,18,6,7,15,27,2022,MEM
77,77,2022-03-30,@,SAS,W,112,111,44,91,.484,16,39,.410,8,11,.727,12,40,26,8,5,12,15,NA,42,83,.506,14,35,.400,13,16,.813,7,37,26,8,1,14,13,2022,MEM
78,78,2022-04-01,,PHO,W,122,114,46,102,.451,7,24,.292,23,28,.821,16,48,30,7,2,11,18,NA,47,86,.547,10,27,.370,10,17,.588,2,39,27,8,4,17,25,2022,MEM
79,79,2022-04-05,@,UTA,L,115,121,39,101,.386,13,31,.419,24,29,.828,10,51,26,13,7,12,29,NA,40,96,.417,12,38,.316,29,43,.674,13,61,23,8,8,16,21,2022,MEM
80,80,2022-04-07,@,DEN,L,109,122,42,89,.472,11,28,.393,14,19,.737,10,34,30,8,3,12,21,NA,44,80,.550,12,30,.400,22,25,.880,8,43,27,7,2,17,22,2022,MEM
81,81,2022-04-09,,NOP,W,141,114,53,90,.589,18,35,.514,17,23,.739,13,48,41,6,9,18,24,NA,41,91,.451,6,30,.200,26,35,.743,9,29,23,10,3,16,22,2022,MEM
82,82,2022-04-10,,BOS,L,110,139,39,102,.382,15,47,.319,17,27,.630,19,45,27,11,6,10,16,NA,54,99,.545,18,48,.375,13,13,1.000,14,56,34,5,2,15,20,2022,MEM
1,1,2021-10-19,@,LAL,W,121,114,41,93,.441,14,39,.359,25,30,.833,9,50,30,9,2,17,18,NA,45,95,.474,15,42,.357,9,19,.474,5,45,21,7,4,17,25,2022,GSW
2,2,2021-10-21,,LAC,W,115,113,43,83,.518,15,31,.484,14,22,.636,10,53,27,5,4,21,20,NA,42,96,.438,14,40,.350,15,21,.714,8,39,24,9,2,7,25,2022,GSW
3,3,2021-10-24,@,SAC,W,119,107,43,97,.443,13,37,.351,20,24,.833,14,43,26,12,3,6,13,NA,42,86,.488,15,46,.326,8,13,.615,10,47,26,0,4,19,16,2022,GSW
4,4,2021-10-26,@,OKC,W,106,98,39,83,.470,14,40,.350,14,18,.778,7,46,30,9,8,15,20,NA,36,86,.419,12,34,.353,14,17,.824,9,42,19,7,3,13,18,2022,GSW
5,5,2021-10-28,,MEM,L,101,104,39,90,.433,14,40,.350,9,12,.750,7,48,29,8,7,22,17,NA,39,97,.402,12,48,.250,14,14,1.000,10,51,25,17,9,17,14,2022,GSW
6,6,2021-10-30,,OKC,W,103,82,39,92,.424,21,54,.389,4,8,.500,10,56,30,9,8,15,21,NA,29,83,.349,8,39,.205,16,21,.762,3,45,14,8,6,15,8,2022,GSW
7,7,2021-11-03,,CHO,W,114,92,42,86,.488,18,45,.400,12,18,.667,7,53,33,14,4,16,17,NA,34,91,.374,10,36,.278,14,19,.737,9,49,18,10,2,16,14,2022,GSW
8,8,2021-11-05,,NOP,W,126,85,47,91,.516,20,50,.400,12,14,.857,9,49,36,10,4,11,16,NA,31,88,.352,11,44,.250,12,16,.750,11,42,23,6,3,17,18,2022,GSW
9,9,2021-11-07,,HOU,W,120,107,44,85,.518,15,46,.326,17,20,.850,7,41,31,12,3,15,28,NA,36,79,.456,10,33,.303,25,37,.676,12,42,17,11,3,21,16,2022,GSW
10,10,2021-11-08,,ATL,W,127,113,44,92,.478,18,44,.409,21,22,.955,10,39,31,13,4,13,22,NA,38,82,.463,17,43,.395,20,26,.769,3,35,21,6,2,18,16,2022,GSW
11,11,2021-11-10,,MIN,W,123,110,40,85,.471,11,40,.275,32,40,.800,20,53,23,14,6,16,21,NA,39,95,.411,17,44,.386,15,20,.750,17,40,30,8,4,17,28,2022,GSW
12,12,2021-11-12,,CHI,W,119,93,45,93,.484,15,46,.326,14,16,.875,12,47,27,15,3,16,15,NA,34,78,.436,8,27,.296,17,22,.773,7,38,18,9,2,20,16,2022,GSW
13,13,2021-11-14,@,CHO,L,102,106,38,90,.422,9,39,.231,17,25,.680,11,49,31,8,7,15,17,NA,42,88,.477,14,36,.389,8,12,.667,4,39,23,10,2,11,21,2022,GSW
14,14,2021-11-16,@,BRK,W,117,99,41,79,.519,13,40,.325,22,28,.786,9,53,25,4,8,21,27,NA,34,88,.386,10,36,.278,21,27,.778,9,38,21,12,2,11,23,2022,GSW
15,15,2021-11-18,@,CLE,W,104,89,41,83,.494,15,43,.349,7,8,.875,5,34,36,12,2,11,17,NA,34,80,.425,12,39,.308,9,16,.563,13,42,22,6,3,17,11,2022,GSW
16,16,2021-11-19,@,DET,W,105,102,38,80,.475,12,30,.400,17,21,.810,14,48,22,8,4,18,23,NA,32,80,.400,14,42,.333,24,30,.800,11,35,21,11,7,12,22,2022,GSW
17,17,2021-11-21,,TOR,W,119,104,39,79,.494,22,45,.489,19,24,.792,8,47,31,5,7,16,18,NA,39,99,.394,15,37,.405,11,20,.550,18,47,25,7,4,10,21,2022,GSW
18,18,2021-11-24,,PHI,W,116,96,42,80,.525,15,38,.395,17,24,.708,4,41,32,7,5,16,21,NA,34,80,.425,8,28,.286,20,22,.909,8,41,17,10,7,19,22,2022,GSW
19,19,2021-11-26,,POR,W,118,103,47,87,.540,12,37,.324,12,16,.750,11,48,31,8,5,15,19,NA,36,86,.419,13,38,.342,18,23,.783,7,37,23,7,2,10,13,2022,GSW
20,20,2021-11-28,@,LAC,W,105,90,38,86,.442,17,40,.425,12,22,.545,11,43,25,19,2,16,27,NA,32,80,.400,9,28,.321,17,25,.680,15,47,18,8,3,24,21,2022,GSW
21,21,2021-11-30,@,PHO,L,96,104,36,86,.419,14,40,.350,10,14,.714,15,51,25,7,5,22,13,NA,43,87,.494,12,30,.400,6,11,.545,8,35,28,12,4,12,12,2022,GSW
22,22,2021-12-03,,PHO,W,118,96,45,92,.489,19,39,.487,9,12,.750,11,51,30,10,8,17,29,NA,31,81,.383,8,22,.364,26,35,.743,9,38,23,9,3,14,15,2022,GSW
23,23,2021-12-04,,SAS,L,107,112,40,90,.444,13,39,.333,14,21,.667,11,45,26,6,2,12,18,NA,42,88,.477,12,35,.343,16,19,.842,11,45,24,10,4,12,17,2022,GSW
24,24,2021-12-06,,ORL,W,126,95,43,87,.494,20,40,.500,20,29,.690,7,43,28,15,2,15,19,NA,33,76,.434,11,38,.289,18,22,.818,5,38,18,10,4,22,20,2022,GSW
25,25,2021-12-08,,POR,W,104,94,33,83,.398,14,46,.304,24,31,.774,10,47,22,9,3,15,19,NA,33,80,.413,8,30,.267,20,28,.714,7,42,24,5,3,16,24,2022,GSW
26,26,2021-12-11,@,PHI,L,93,102,34,85,.400,12,48,.250,13,18,.722,10,42,21,5,5,13,22,NA,35,76,.461,9,27,.333,23,26,.885,5,44,19,7,5,11,16,2022,GSW
27,27,2021-12-13,@,IND,W,102,100,42,84,.500,8,30,.267,10,14,.714,9,47,21,6,6,17,25,NA,35,87,.402,7,30,.233,23,31,.742,13,42,16,11,5,10,18,2022,GSW
28,28,2021-12-14,@,NYK,W,105,96,35,77,.455,15,40,.375,20,27,.741,7,49,28,3,6,12,22,NA,30,83,.361,16,42,.381,20,22,.909,4,35,18,6,6,8,21,2022,GSW
29,29,2021-12-17,@,BOS,W,111,107,39,90,.433,16,46,.348,17,21,.810,12,45,27,9,8,12,25,NA,36,82,.439,15,41,.366,20,29,.690,11,45,20,5,2,16,19,2022,GSW
30,30,2021-12-18,@,TOR,L,100,119,37,79,.468,11,36,.306,15,21,.714,11,47,26,5,5,20,21,NA,45,90,.500,14,38,.368,15,23,.652,12,41,26,13,3,10,21,2022,GSW
31,31,2021-12-20,,SAC,W,113,98,46,88,.523,15,37,.405,6,9,.667,10,42,28,12,9,16,18,NA,37,83,.446,13,32,.406,11,16,.688,6,37,23,10,3,19,9,2022,GSW
32,32,2021-12-23,,MEM,W,113,104,40,82,.488,19,40,.475,14,18,.778,8,39,30,9,9,18,19,NA,38,90,.422,8,26,.308,20,24,.833,14,42,18,10,6,13,20,2022,GSW
33,33,2021-12-25,@,PHO,W,116,107,42,85,.494,14,37,.378,18,21,.857,12,42,28,11,7,9,22,NA,40,83,.482,11,30,.367,16,16,1.000,9,37,20,5,2,13,17,2022,GSW
34,34,2021-12-28,,DEN,L,86,89,30,72,.417,10,32,.313,16,31,.516,8,43,20,8,2,16,20,NA,34,83,.410,8,33,.242,13,20,.650,13,44,24,10,5,15,19,2022,GSW
35,35,2022-01-01,@,UTA,W,123,116,46,86,.535,17,32,.531,14,21,.667,7,40,39,10,2,15,24,NA,40,92,.435,14,44,.318,22,28,.786,15,45,19,7,0,13,21,2022,GSW
36,36,2022-01-03,,MIA,W,115,108,45,92,.489,14,38,.368,11,13,.846,7,43,39,11,6,12,17,NA,37,90,.411,17,42,.405,17,19,.895,11,49,24,5,2,18,13,2022,GSW
37,37,2022-01-05,@,DAL,L,82,99,33,81,.407,5,28,.179,11,16,.688,8,46,20,10,5,16,20,NA,33,87,.379,12,40,.300,21,26,.808,10,46,22,6,5,12,15,2022,GSW
38,38,2022-01-06,@,NOP,L,96,101,37,87,.425,7,33,.212,15,18,.833,8,43,22,12,6,14,24,NA,35,83,.422,8,34,.235,23,29,.793,8,46,20,7,5,17,18,2022,GSW
39,39,2022-01-09,,CLE,W,96,82,39,97,.402,10,42,.238,8,10,.800,22,54,24,16,5,14,20,NA,32,75,.427,7,24,.292,11,18,.611,8,42,21,9,3,18,10,2022,GSW
